NPRI_id,latitude,longitude
767,52.3869,-113.6001
770,45.4606,-75.5908
773,45.47062,-73.80362
775,43.1063,-79.1998
776,43.6151,-79.5296
778,43.7103,-79.6912
781,45.483,-73.7142
784,49.25416,-122.76254
787,45.18534,-73.40678
790,53.3436,-113.5269
793,49.2786,-122.864
796,46.3697,-72.5194
798,49.143,-122.8627
799,45.4692,-76.6606
800,43.56858,-79.64333
801,43.6276,-79.6387
804,43.7736,-79.4758
805,42.4006,-82.1739
806,44.9136,-75.1583
809,43.3502,-79.9696
810,43.6343,-79.5273
813,46.0745,-71.9575
814,43.81978,-79.05703
815,45.65243,-62.71653
818,45.31489,-79.25147
819,43.6995,-79.4751
821,49.8449,-99.8901
823,50.1338,-96.8522
848,49.71035,-112.793934
851,49.53302,-96.69766
853,53.7201,-113.18167
854,45.7669,-73.3561
855,43.0633,-79.1003
856,42.3139,-82.9094
859,43.8051,-79.1909
862,43.6984,-79.6387
864,44.1632,-77.3675
867,45.4577,-73.8449
870,45.0764,-74.7647
872,54.0293,-128.687
875,54.15686,-108.28573
878,54.14321,-115.69522
879,48.1292,-78.096
882,48.1333,-78.1042
885,48.4083,-78.3625
888,48.4083,-78.3625
908,43.6333,-79.5247
917,48.6111,-93.4034
918,43.6832,-79.7801
921,43.22698,-79.6935
927,49.6872,-126.115
928,49.7831,-92.8472
929,45.4808,-75.6556
930,48.3486,-89.3067
931,43.4061,-80.4531
932,42.8411,-80.743
935,45.4917,-72.3083
938,45.3051,-73.262
941,49.2841,-123.0802
944,49.8277,-97.1583
947,49.7894,-112.1261
950,43.709,-79.3609
1502,43.7144,-79.5858
1505,53.4787,-113.4827
1508,65.7569,-111.2481
1510,50.7283,-101.9308
1513,50.6574,-101.8422
1516,45.3468,-63.2917
1518,43.6918,-79.5981
1519,43.82431,-79.34996
1520,45.6133,-74.705
1525,45.5417,-75.425
1528,45.5985,-75.2562
1531,43.4392,-80.4817
1534,42.9547,-79.2483
1539,43.9062,-80.1156
1541,49.7201,-112.7819
1544,43.13066,-80.71713
1547,43.1403,-80.7693
1553,43.8058,-79.5008
1555,44.7354,-79.8505
1558,43.6932,-79.5987
1560,43.5045,-80.2702
1561,45.7125,-73.425
1562,43.1553,-80.2094
1564,46.0792,-71.2917
1565,46.2566,-72.9311
1566,51.3864,-91.1201
1568,48.13032,-80.08734
1569,45.3408,-73.5217
1572,45.1567,-66.7714
1575,45.2634,-66.0568
1578,43.38789,-79.75506
1580,43.7441,-79.5306
1583,43.6619,-79.6661
1585,53.0892,-116.8059
1588,43.6373,-79.6076
1591,52.8464,-102.388
953,42.8503,-80.3025
956,43.71586,-80.3791
959,45.6291,-73.5132
962,45.6071,-73.5162
965,46.775,-71.2583
968,49.8377,-97.1677
971,49.65893,-103.83159
978,48.7644,-80.6708
979,48.4289,-71.2437
981,48.3483,-89.225
983,48.565,-71.6558
987,47.0429,-70.8795
989,48.3753,-89.2493
992,49.185,-123.169
998,50.4329,-104.658
1002,49.9108,-97.2433
1006,45.32,-75.6647
1008,45.6836,-74.029
1010,45.4583,-73.7501
1012,46.7914,-71.3884
1014,44.8887,-63.5141
1018,45.8722,-66.5307
1020,45.3277,-65.8903
1022,46.1053,-64.6784
1024,46.2859,-63.1304
1026,43.6795,-79.6065
1028,54.1791,-115.806
1033,52.47015,-112.13324
1036,51.44527,-111.78611
1039,54.0071,-119.104
1042,54.775,-115.2186
1045,47.4246,-53.8166
1048,45.6917,-73.4306
1051,45.5958,-75.4167
1054,42.8631,-79.5683
1057,49.1972,-123.0833
1067,43.5394,-80.3042
1070,46.5208,-84.3697
1071,46.3829,-72.3874
1074,51.7423,-114.1345
1077,52.496,-114.988
1080,56.3009,-120.231
1083,45.40481,-71.89596
1088,43.3678,-80.9636
1091,50.6756,-110.025
1093,43.59545,-79.59315
1096,43.4988,-79.6446
1099,45.5698,-73.4379
1105,43.6844,-79.7343
1106,53.5291,-113.3875
1109,43.37965,-79.78263
1111,47.4741,-79.6574
1112,43.7404,-79.3264
1113,42.9794,-81.2502
1116,45.5013,-73
1117,46.5698,-72.7258
1119,51.7833,-114.1
1122,49.1753,-122.9402
1125,45.6878,-73.9312
1127,50.6,-127.4983
1136,45.5139,-73.7
1139,45.4744,-73.733
1142,43.8203,-79.3056
1143,49.1314,-77.9744
1145,43.9422,-78.2942
1147,58.1938,-103.7158
1148,57.2122,-105.6788
1149,57.7622,-105.05
1152,44.023,-77.8916
1154,43.68289,-79.73138
1156,43.59201,-80.55216
1159,43.6292,-79.5189
1162,53.5725,-113.3606
1165,43.7614,-79.546
1169,43.7219,-79.3425
1170,43.8423,-79.0287
1172,43.8873,-79.4323
1175,52.3221,-113.5166
1177,52.0057,-107.0936
1185,49.9151,-115.7579
1189,43.7353,-79.4728
1192,46.3717,-72.4967
1195,45.5644,-71.979
1197,45.0139,-74.7461
1199,45.2929,-79.3106
1205,42.8978,-82.4403
1207,44.6606,-75.6017
1215,43.4823,-79.6656
1221,47.36897,-68.33206
1224,42.7936,-81.1614
1227,43.259,-79.8295
1230,43.6203,-79.5278
1233,46.6742,-81.3425
1234,46.8888,-70.7077
1236,46.5775,-80.8042
1239,43.3742,-79.7681
1242,45.0139,-74.7806
1245,43.8245,-79.2554
1251,53.5717,-113.3498
1257,56.145,-120.651
1260,43.57705,-79.64798
1263,45.6982,-73.624
1266,48.875,-123.645
1269,42.3017,-82.9423
1272,43.5107,-79.674
1274,46.14695,-70.68067
1281,43.4606,-79.6797
1284,43.4292,-79.7167
1287,44.2961,-78.33
1290,42.1217,-83.1068
1292,43.8308,-79.0525
1300,43.04641,-79.17278
1303,52.5299,-122.2851
1304,42.9237,-78.924
1307,45.2708,-74.1083
1310,44.6017,-80.9181
1313,44.5028,-80.2431
1316,46.3287,-79.4894
1319,43.9092,-78.6872
1322,44.287,-76.9482
1325,46.8017,-71.2533
1328,43.5693,-79.6576
1329,45.34317,-72.80522
1332,49.3589,-123.1098
1334,49.4395,-122.9681
1336,49.33893,-122.77243
1338,49.1661,-122.952
1340,49.1147,-123.145
1342,49.3195,-123.136
1344,49.913,-97.0025
1353,45.0117,-74.7773
1356,53.752,-113.232
1357,43.4942,-80.2086
1360,53.3426,-113.526
1362,52.94707,-115.9026
1364,52.463,-114.3465
1366,54.7925,-116.6439
1368,51.6372,-112.866
1370,52.7761,-115.6607
1372,52.7581,-114.1116
1374,52.2263,-115.177
1376,52.9304,-113.9827
1378,43.4144,-80.4423
1383,49.1369,-123.8564
1385,47.2906,-66.0706
1388,43.2691,-79.8253
1397,45.8392,-73.2633
1400,48.695,-85.905
1401,43.7114,-79.5694
1406,45.495,-73.5716
1407,43.5059,-79.63778
1408,50.4734,-104.5611
1411,51.534793,-114.203825
1413,43.7747,-79.2436
1414,45.0151,-75.6341
1417,43.33719,-80.43825
1418,50.5725,-113.8369
1419,49.5237,-123.4837
1422,47.6135,-52.7431
1423,44.8869,-63.5138
1424,45.4523,-73.752
1425,45.6778,-74.0361
1426,45.3244,-75.6636
1427,43.6694,-79.5989
1428,51.1231,-114.0086
1429,49.1803,-123.1605
1433,43.69773,-79.7234
1436,43.5509,-80.2202
1439,58.49822,-119.40249
1440,43.1436,-80.2967
1443,45.9972,-73.1722
1445,46.3944,-72.3542
1447,45.2963,-72.7204
1449,48.0671,-66.4033
1458,43.81162,-79.50367
1461,42.7806,-81.1611
1464,42.9544,-82.4153
1465,46.495,-81.0561
1467,46.4452,-81.0846
1469,46.4606,-81.0756
1471,42.8826,-79.2405
1473,55.71286,-97.85106
1480,43.736,-79.532
1482,45.468,-73.7963
1484,46.0287,-73.1346
1485,43.42647,-79.71029
1486,55.2914,-123.1592
1489,44.3675,-78.7247
1492,46.3841,-72.3735
1495,43.8378,-79.0294
1497,43.6061,-79.5083
1592,46.3753,-79.9501
1593,49.2478,-124.811
1596,49.2858,-81.635
1598,48.9793,-87.375
1608,48.25856,-78.52673
1611,49.75421,-77.65945
1617,46.9694,-65.5942
1620,46.9727,-65.5551
1623,45.2987,-72.7142
1639,45.51971,-73.54703
1645,44.5775,-80.9144
1648,45.4538,-73.6188
1649,43.2682,-79.8504
1651,50.1302,-96.9013
1653,49.8905,-97.1822
1656,49.82929,-97.17421
1659,49.8886,-97.1036
1662,43.7758,-79.2425
1663,43.4176,-80.3291
1666,43.6015,-79.534
1668,43.3428,-79.8175
1671,53.5592,-113.3888
1674,42.3894,-82.1967
1681,45.6339,-73.8398
1684,48.3569,-89.2981
1687,46.3221,-79.4256
1690,44.3657,-78.7598
1693,50.71,-120.3625
1696,45.1534,-66.2025
1698,47.9058,-65.867
1700,47.0417,-65.4625
1702,47.0728,-65.4559
1706,45.2747,-66.0275
1708,46.0572,-66.0051
1710,45.069,-66.4556
1712,48.0519,-66.3702
1714,48.1515,-53.9724
1715,43.18531,-79.47789
1742,51.9333,-105.7638
1745,48.1167,-77.7807
1748,48.8,-79.1917
1751,55.4144,-119.6016
1753,52.9404,-114.8323
1755,55.7251,-119.3999
1757,45.454,-73.6299
1760,51.0848,-113.9552
1763,45.4903,-73.7467
1766,44.1607,-77.3989
1770,48.1347,-80.0425
1773,49.06218,-81.00565
1776,42.8825,-82.4044
1779,52.3083,-113.55
1782,50.08071,-110.72786
1785,42.9385,-82.4137
1788,42.8489,-82.4244
1797,53.9779,-122.695
1801,45.575,-72.925
1802,45.4593,-73.6061
1809,42.7961,-82.4697
1812,44.1439,-76.8492
1815,43.7645,-79.5537
1816,45.8733,-72.4986
1842,53.9289,-122.7314
1845,43.7353,-79.6956
1848,43.4594,-80.4834
1851,44.2514,-76.4967
1854,58.1665,-132.2519
1857,45.38048,-75.5981
1858,45.3972,-73.5186
1861,42.7961,-80.05
1863,43.6957,-79.6159
1866,49.92991,-97.06115
1870,43.6521,-79.3365
1872,47.67,-68.8625
1875,45.9633,-73.47
1878,45.36614,-71.85493
1881,51.94998,-114.02553
1882,42.9501,-82.3965
1885,51.8464,-105.192
1888,50.595,-114.1475
1891,52.9261,-110.7669
1902,51.1913,-113.9409
1905,53.3195,-113.5279
1910,44.655,-63.5457
1913,49.2091,-123.0912
1916,44.5862,-75.6925
1919,44.1167,-77.5864
1922,45.80082,-74.02864
1925,43.7217,-79.285
1928,43.2631,-79.8325
1931,42.9175,-78.9306
1935,51.068600000000004,-93.7494
1941,48.4633,-81.2475
1942,43.7348,-79.7
1944,42.9398,-82.4251
1947,42.9108,-79.1879
1948,45.558,-65.5734
1951,42.2731,-82.9971
1953,43.5014,-79.6333
1958,44.8658,-63.5392
1961,45.5531,-73.495
1964,45.5456,-73.4983
1967,45.5314,-73.4078
1970,43.4109,-79.7234
1976,44.6249,-75.6984
1978,43.2609,-79.8154
1979,48.8791,-72.2189
1980,45.4238,-75.7198
1987,43.6528,-79.6633
1988,43.3681,-80.30848
1990,53.74676,-113.22743
1993,43.7764,-79.236
1994,48.4575,-89.1737
1996,45.7553,-65.4205
2000,50.0334,-66.791
2001,49.255,-68.1561
2003,43.6434,-79.6199
2006,43.3583,-80.9981
2009,44.1142,-81.1521
2010,43.6357,-79.6362
2011,44.1124,-79.6017
2016,43.642517,-79.370915
2022,43.7165,-79.5281
2031,44.4463,-64.3726
2033,45.6463,-73.8396
2038,49.2583,-68.1461
2042,43.8958,-79.4275
2044,43.7567,-79.5436
2048,43.170538,-79.228849
2051,53.860974,-101.213325
2057,43.2656,-79.8722
2060,43.7092,-79.6867
2065,43.7588,-79.172
2068,43.8144,-80.7153
2070,43.262326,-79.791103
2074,52.2033,-106.6216
2077,50.4333,-105.1833
2079,49.05803,-105.48467
2081,49.09606,-103.0305
2083,49.0879,-102.864
2085,52.0944,-106.705
2087,49.1615,-122.965
2088,43.70322,-79.57136
2091,45.475,-73.8067
2097,50.65397,-97.00242
2100,48.5322,-71.1578
2106,43.7378,-79.5314
2108,49.30329,-113.9929
2119,51.13696,-114.58262
2120,51.9655,-114.7536
2122,44.6242,-75.6916
2125,42.9103,-82.4356
2128,56.3806,-116.795
2129,44.07591,-80.20685
2130,53.71939,-113.17582
2131,49.959099,-113.546882
2132,53.71967,-113.19026
2133,43.42581,-79.71548
2134,53.8416,-113.0979
2146,43.7346,-79.2862
2149,45.459,-73.6272
2152,52.42026,-109.11167
2155,49.3526,-120.5518
2158,54.2383,-130.2951
2161,43.2619,-79.8356
2164,43.76941,-79.56085
2167,45.4525,-73.7522
2168,43.7697,-79.5614
2170,44.6189,-75.6962
2173,49.41,-82.4239
2176,43.3472,-81.0033
2181,46.0111,-67.2265
2182,43.4972,-79.6277
2183,53.2875,-113.54252
2186,49.8947,-97.0947
2189,43.63,-79.5219
2192,43.8361,-79.0347
2195,45.4681,-73.5921
2198,49.1518,-122.8609
2201,49.2704,-123.0885
2204,43.818600000000004,-79.3531
2207,49.3024,-123.0314
2209,42.9725,-79.2169
2210,42.9808,-81.2533
2211,43.1301,-80.2559
2216,44.6753,-79.3408
2219,47.6122,-65.6427
2221,45.5982,-61.3601
2222,42.9339,-81.2019
2223,53.652,-116.0992
2225,53.7123,-116.1489
2227,54.4233,-117.7604
2229,45.63626,-73.52138
2230,57.0033,-111.4661
2233,42.76496,-82.45172
2236,45.4764,-73.8088
2238,43.6333,-79.4806
2240,43.6569,-79.3194
2247,45.34048,-75.91583
2250,43.363736,-79.804719
2251,45.6068,-62.6415
2253,46.035,-73.1453
2256,43.60378,-79.57999
2257,43.767,-79.5354
2260,43.3339,-79.8211
2263,43.7373,-79.6951
2266,43.455,-80.1431
2274,57.0405,-111.6192
2277,43.91315,-80.11376
2278,50.4282,-95.4537
2281,43.63099,-79.5262
2282,53.56,-114.4862
2284,53.5085,-114.5571
2286,53.4487,-114.4491
2288,45.8833,-72.4833
2291,51.0058,-113.9875
2293,53.6392,-113.5681
2298,43.7131,-79.3483
2301,53.506100000000004,-113.3979
2304,49.1887,-97.9356
2312,45.6314,-73.5166
2315,50.3471,-113.7731
2316,52.3858,-113.595
2318,44.6219,-63.4966
2322,43.5964,-80.5525
2323,45.6836,-74.0322
2326,43.1643,-79.932
2329,43.36,-80.9635
2331,43.7647,-79.16
2334,45.2636,-74.1053
2337,49.8374,-97.20494
2340,50.983,-113.97519
2343,49.1978,-123.1189
2346,43.7758,-79.4781
2349,53.57,-113.6114
2352,43.7087,-79.3126
2355,43.98981,-80.74264
2356,45.61998,-73.56841
2357,43.7126,-79.3509
2360,45.2792,-71.8833
2361,45.1417,-71.8083
2362,43.8139,-79.1151
2363,49.7686,-86.5361
2364,49.2848,-123.0701
2365,50.9897,-113.9938
2367,52.1794,-106.6572
2369,49.0595,-122.5027
2371,56.05,-130.0167
2372,49.5772,-125.602
2375,45.62,-73.5826
2376,50.9578,-113.9818
2377,50.4325,-127.491
2380,43.8964,-81.3114
2381,43.1757,-80.3501
2385,49.8958,-97.2575
2386,42.2749,-82.4313
2388,43.78908,-79.60242
2390,43.23853,-81.13144
2392,43.8333,-79.0267
2395,45.4282,-73.6482
2399,43.20577,-79.60376
2400,43.1698,-79.2123
2401,43.3661,-80.284
2404,42.2872,-83.0169
2405,45.7664,-66.6787
2406,51.9386,-106.084
2407,43.3842,-80.7035
2408,49.2827,-123.077
2409,43.7008,-80.3864
2410,43.59472,-79.53723
2413,45.22274,-72.7749
2420,45.283,-72.9637
2421,46.2637,-63.1661
2422,43.615,-79.53
2423,43.8497,-79.0294
2439,46.9783,-70.5625
2446,50.0311,-110.641
2451,43.9578,-78.1208
2454,49.88402,-97.08155
2455,45.5427,-73.6646
2456,45.2653,-74.1122
2461,45.5605,-71.976
2464,49.2239,-122.8917
2469,43.7695,-79.2665
2470,43.7754,-79.2384
2471,43.815,-79.3533
2472,43.8354,-79.3301
2473,43.53834,-80.32051
2474,53.3395,-113.5402
2475,45.5907,-75.4238
2478,45.5503,-75.3867
2481,45.87817,-72.54483
2484,53.4931,-113.4546
2487,43.2322,-79.7131
2488,44.00597,-79.38836
2489,44.29012,-78.29158
2490,48.3503,-89.2231
2493,53.8168,-122.7264
2494,46.2314,-73.0211
2496,43.265,-79.8414
2499,43.3809,-79.764
2502,46.3583,-72.5185
2505,43.9891,-79.4529
2510,43.74302,-79.624
2511,49.90644,-97.1926
2512,45.0009,-79.3148
2515,49.8309,-99.9078
2517,51.181625,-114.4721
2518,44.3468,-79.6851
2521,43.53191,-80.311
2524,45.3987,-73.5235
2525,43.1733,-80.2322
2528,49.1827,-122.6736
2531,53.7056,-113.1899
2533,51.0001,-113.9843
2536,43.815,-79.4952
2537,42.8804,-82.2971
2539,45.3688,-77.6061
2540,44.62,-75.7667
2541,43.7137,-79.5832
2543,43.6686,-79.6483
2544,43.3817,-80.7141
2545,43.67184,-79.67621
2546,43.6812,-79.5901
2547,45.42984,-73.90539
2548,62.4335,-114.3946
2550,43.719,-79.2786
2551,48.1,-77.7583
2553,53.00666,-122.49816
2556,42.78,-81.1735
2559,45.3944,-72.7361
2560,43.6584,-80.3003
2561,45.5783,-72.525
2564,46.1583,-71.8889
2567,43.7719,-79.5505
2570,44.03759,-79.45024
2572,44.037,-79.4438
2574,44.03639,-79.44714
2576,44.038423,-79.447196
2578,43.82728,-79.48547
2580,43.825181,-79.26029
2582,42.3005,-82.8207
2586,49.18041,-122.91235
2587,46.615,-72.6817
2589,43.8159,-79.497
2591,43.8441,-79.3631
2593,43.7451,-79.6281
2595,43.8237,-79.4947
2597,46.2179,-60.2417
2599,51.02277,-114.02766
2601,45.6008,-73.5943
2602,43.724,-79.472
2603,43.7043,-79.5901
2604,45.262,-66.0924
2607,48.7965,-87.1039
2617,43.318600000000004,-80.8457
2620,44.4054,-76.6611
2623,43.4542,-80.4995
2626,43.4583,-80.487
2630,52.03283,-113.939632
2633,43.804,-79.5479
2636,48.3322,-70.8751
2638,50.47,-104.744
2640,43.7759,-79.2482
2646,43.7122,-79.6228
2656,44.2821,-78.29
2660,43.2588,-79.7843
2663,53.5551,-113.5268
2666,43.2645,-79.8359
2669,50.2277,-99.5073
2670,43.9597,-78.1297
2674,53.8432,-122.7325
2677,43.8259,-79.4837
2681,43.8232,-79.4915
2683,42.7875,-81.1625
2685,43.8234,-79.4845
2687,43.7464,-79.6257
2691,43.2212,-79.2056
2693,43.5386,-80.3064
2695,42.9232,-79.2486
2698,43.1843,-79.474
2700,43.9666,-79.2638
2703,43.7082,-79.806
2704,43.0644,-79.082
2707,43.05,-79.0917
2710,51.06183,-93.74323
2712,50.3884,-105.51963
2715,43.7189,-80.3804
2719,43.639,-80.0515
2722,43.1438,-80.1861
2734,42.9025,-82.4567
2737,43.6306,-79.6575
2740,50.5176,-104.6301
2741,50.985432,-113.992392
2744,44.280284,-78.2954
2745,42.92065,-81.19304
2748,49.9002,-97.1814
2749,50.05,-110.6417
2750,43.2551,-79.9009
2751,43.49463,-80.21492
2752,46.5425,-72.7647
2754,48.2274,-79.0286
2760,53.20756,-114.99352
2762,53.59306,-116.3903
2764,55.2695,-114.5983
2766,46.8167,-71.25
2767,43.7026,-79.6062
2770,43.1559,-80.2312
2776,49.28869,-123.00575
2781,51.5708,-114.8517
2785,45.3128,-73.8822
2788,54.0102,-128.7036
2791,52.7666,-67.3521
2794,54.0332,-125.1183
2796,55.0706,-118.6888
2799,46.375,-72.3972
2801,49.2286,-68.1912
2803,45.6339,-73.8474
2806,43.1465,-79.2608
2809,42.8528,-80.7048
2812,42.8517,-80.7082
2815,48.5493,-81.078
2828,44.2567,-76.9469
2835,43.4111,-80.3069
2838,42.9764,-81.2477
2841,43.7098,-79.5495
2844,43.577,-79.5545
2846,43.2473,-79.7556
2848,43.2584,-79.774
2850,43.25,-79.7833
2852,45.6758,-74.4095
2855,46.3832,-72.3724
2857,50.8467,-113.58117
2860,53.502691,-113.419233
2861,49.893,-96.9875
2866,50.4555,-104.6003
2869,48.6925,-85.8939
2872,49.6664,-123.2513
2875,55.0712,-118.6912
